,,,,,,,,,,art,art,art,art,bus,bus,bus,bus,cs,cs,cs,cs,econ,econ,econ,econ,edu,edu,edu,edu,eng,eng,eng,eng,humanities,humanities,humanities,humanities,lifesci,lifesci,lifesci,lifesci,math,math,math,math,nurse,nurse,nurse,nurse,polisci,polisci,polisci,polisci,social,social,social,social
48,82,Texas A&M University - Main Campus (Out-Of-State),80%,"$157,800 ","$499,900 ",7.60%,"$118,600 ","$539,100 ",9.10%,,,,,"$508,200 ",7.60%,"$547,400 ",9.20%,"$724,100 ",9.20%,"$763,300 ",10.70%,"$315,600 ",5.80%,"$354,800 ",7.30%,"($37,300)",-1.20%,"$1,888 ",0.20%,"$737,800 ",9.20%,"$777,000 ",10.80%,"($22,700)",-0.60%,"$16,560 ",0.80%,"$239,500 ",4.90%,"$278,700 ",6.40%,,,,,,,,,"$492,100 ",7.50%,"$531,300 ",9.10%,,,,
6,83,"Loyola University - Baltimore, MD ",84%,"$217,500 ","$498,500 ",6.30%,"$120,400 ","$595,600 ",9.50%,,,,,"$470,800 ",6.10%,"$567,900 ",9.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,84,George Mason University (In-State),66%,"$95,730 ","$497,300 ",9.70%,"$62,500 ","$530,600 ",12.10%,"$193,500 ",5.90%,"$226,700 ",8.10%,"$498,200 ",9.70%,"$531,400 ",12.10%,"$738,800 ",11.60%,"$772,000 ",14.00%,,,,,,,,,,,,,"$543,500 ",10.10%,"$576,700 ",12.50%,,,,,,,,,"$390,800 ",8.60%,"$424,000 ",11.00%,,,,,,,,
48,85,University of Texas (UT) - Austin (In-State),79%,"$106,100 ","$497,100 ",9.30%,"$67,770 ","$535,400 ",11.70%,"$172,700 ",5.10%,"$211,000 ",7.50%,"$490,800 ",9.20%,"$529,100 ",11.70%,"$869,500 ",11.90%,"$907,800 ",14.50%,"$571,900 ",9.90%,"$610,200 ",12.40%,,,,,"$826,600 ",11.70%,"$864,900 ",14.20%,"$241,300 ",6.30%,"$279,600 ",8.70%,"$260,800 ",6.60%,"$299,100 ",9.00%,,,,,"$593,300 ",10.10%,"$631,600 ",12.60%,,,,,,,,
6,86,Michigan Technological University (Out-Of-State),66%,"$171,600 ","$495,500 ",7.20%,"$123,100 ","$544,000 ",9.00%,,,,,,,,,,,,,,,,,,,,,"$556,100 ",7.70%,"$604,600 ",9.50%,,,,,,,,,,,,,,,,,,,,,,,,
6,87,Iona College ,65%,"$186,900 ","$495,300 ",6.90%,"$119,100 ","$563,000 ",9.30%,,,,,"$428,000 ",6.30%,"$495,700 ",8.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,88,Prairie View A & M University (In-State),36%,"$87,080 ","$494,900 ",10.10%,"$48,160 ","$533,800 ",13.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$706,700 ",11.90%,"$745,600 ",15.20%,,,,,,,,
24,89,SUNY - Binghamton University (In-State),79%,"$85,090 ","$493,300 ",10.20%,"$58,740 ","$519,700 ",12.30%,,,,,"$571,400 ",10.90%,"$597,800 ",13.00%,"$904,100 ",13.20%,"$930,500 ",15.40%,"$1,038,000 ",14.00%,"$1,064,000 ",16.10%,,,,,,,,,"$192,700 ",6.30%,"$219,000 ",8.30%,,,,,,,,,,,,,,,,,,,,
0,90,Saint Martin's University ,54%,"$169,400 ","$493,100 ",7.20%,"$87,870 ","$574,700 ",10.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,91,Lawrence Technological University ,52%,"$183,900 ","$492,700 ",6.90%,"$120,500 ","$556,100 ",9.20%,,,,,,,,,,,,,,,,,,,,,"$654,400 ",8.10%,"$717,800 ",10.40%,,,,,,,,,,,,,,,,,,,,,,,,
6,92,Boston College ,92%,"$224,600 ","$492,300 ",6.10%,"$96,550 ","$620,300 ",10.70%,,,,,"$705,800 ",7.50%,"$833,900 ",12.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,93,Florida Institute of Technology (Florida Tech) ,55%,"$214,400 ","$492,000 ",6.30%,"$132,600 ","$573,800 ",8.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,94,James Madison University (JMU) (In-State),80%,"$87,370 ","$490,900 ",10.10%,"$57,650 ","$520,600 ",12.40%,"$232,000 ",6.90%,"$261,700 ",9.10%,"$605,200 ",11.10%,"$634,900 ",13.40%,"$838,500 ",12.70%,"$868,300 ",15.10%,,,,,,,,,,,,,"$139,300 ",5.10%,"$169,000 ",7.30%,,,,,,,,,,,,,,,,,,,,
42,95,University of California - Irvine (UCI) (In-State),86%,"$119,300 ","$488,900 ",8.70%,"$50,860 ","$557,300 ",13.40%,"$42,900 ",1.70%,"$111,400 ",6.10%,"$636,100 ",9.80%,"$704,600 ",14.60%,"$929,100 ",11.70%,"$997,600 ",16.50%,,,,,,,,,"$740,400 ",10.60%,"$808,900 ",15.40%,"$360,600 ",7.40%,"$429,100 ",12.10%,"$313,700 ",6.80%,"$382,200 ",11.50%,,,,,,,,,"$226,300 ",5.60%,"$294,800 ",10.20%,,,,
6,96,Bryant University ,80%,"$198,700 ","$486,300 ",6.60%,"$132,700 ","$552,300 ",8.70%,,,,,"$464,000 ",6.40%,"$530,000 ",8.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,97,University of Massachusetts (UMass) - Lowell Campus (Out-Of-State),54%,"$160,400 ","$486,200 ",7.40%,"$124,400 ","$522,100 ",8.80%,,,,,"$289,100 ",5.50%,"$325,100 ",6.80%,,,,,,,,,,,,,"$729,300 ",9.10%,"$765,300 ",10.50%,,,,,,,,,,,,,,,,,,,,,,,,
48,98,University of Illinois at Urbana-Champaign (UIUC) (Out-Of-State),84%,"$172,600 ","$482,200 ",7.10%,"$124,600 ","$530,200 ",8.80%,"$105,200 ",2.60%,"$153,200 ",4.30%,"$541,900 ",7.50%,"$589,900 ",9.30%,"$813,000 ",9.30%,"$860,900 ",11.10%,"$480,800 ",7.10%,"$528,800 ",8.80%,,,,,"$694,800 ",8.60%,"$742,800 ",10.40%,"$138,200 ",3.20%,"$186,100 ",4.80%,"$411,000 ",6.50%,"$459,000 ",8.20%,,,,,,,,,"$272,600 ",5.00%,"$320,600 ",6.70%,,,,
0,99,University of Alaska - Fairbanks Campus (In-State),31%,"$78,200 ","$479,300 ",10.50%,"$52,370 ","$505,100 ",12.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,100,San Jose State University (SJSU) (In-State),47%,"$113,700 ","$477,700 ",8.80%,"$65,540 ","$525,900 ",11.80%,"$267,100 ",6.40%,"$315,300 ",9.40%,"$470,600 ",8.70%,"$518,800 ",11.70%,,,,,,,,,,,,,"$801,400 ",11.20%,"$849,600 ",14.30%,"$450,700 ",8.50%,"$498,800 ",11.50%,"$487,900 ",8.90%,"$536,100 ",11.90%,,,,,,,,,"$429,700 ",8.30%,"$477,800 ",11.30%,,,,
60,101,University of Washington (UW) - Main Campus (In-State),81%,"$99,430 ","$477,100 ",9.40%,"$37,640 ","$538,900 ",14.80%,"$143,100 ",4.70%,"$204,900 ",9.90%,"$595,000 ",10.40%,"$656,800 ",15.90%,"$1,134,000 ",13.60%,"$1,196,000 ",19.30%,"$507,200 ",9.60%,"$569,000 ",15.10%,,,,,"$768,900 ",11.60%,"$830,700 ",17.20%,"$219,500 ",6.20%,"$281,300 ",11.50%,"$275,900 ",7.00%,"$337,700 ",12.40%,"$548,000 ",10.00%,"$609,800 ",15.50%,"$556,000 ",10.10%,"$617,800 ",15.50%,"$497,600 ",9.60%,"$559,400 ",15.00%,,,,
12,102,Villanova University ,88%,"$217,400 ","$475,200 ",6.10%,"$117,500 ","$575,200 ",9.50%,,,,,"$595,100 ",7.00%,"$695,100 ",10.30%,"$570,900 ",6.80%,"$670,800 ",10.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,103,Southern Polytechnic State University (In-State),35%,"$82,730 ","$473,800 ",10.20%,"$52,730 ","$503,800 ",12.70%,,,,,,,,,"$607,300 ",11.40%,"$637,300 ",13.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,104,University of Alabama - Huntsville Campus (In-State),47%,"$97,840 ","$472,200 ",9.40%,"$58,040 ","$512,000 ",12.30%,,,,,"$214,100 ",6.10%,"$253,900 ",8.90%,"$512,900 ",9.80%,"$552,700 ",12.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,105,University of California - Los Angeles (UCLA) (In-State),92%,"$126,900 ","$469,000 ",8.20%,"$55,480 ","$540,400 ",12.80%,"$227,400 ",5.40%,"$298,800 ",9.90%,"$589,900 ",9.20%,"$661,300 ",13.80%,"$1,105,000 ",12.20%,"$1,177,000 ",17.00%,"$702,600 ",10.00%,"$774,100 ",14.70%,,,,,"$876,200 ",11.10%,"$947,600 ",15.80%,"$303,700 ",6.50%,"$375,100 ",11.00%,"$407,900 ",7.60%,"$479,400 ",12.20%,,,,,,,,,"$212,400 ",5.20%,"$283,800 ",9.70%,,,,
12,106,University of Mary Washington (In-State),76%,"$83,830 ","$464,800 ",10.00%,"$59,060 ","$489,500 ",12.00%,,,,,"$654,000 ",11.70%,"$678,700 ",13.60%,"$824,000 ",12.80%,"$848,700 ",14.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,107,University of Minnesota - Twin Cities (In-State),73%,"$102,000 ","$462,700 ",9.10%,"$70,660 ","$494,100 ",11.10%,"$171,800 ",5.20%,"$203,100 ",7.20%,"$551,500 ",9.90%,"$582,800 ",11.90%,"$756,400 ",11.40%,"$787,800 ",13.50%,"$333,900 ",7.70%,"$365,200 ",9.70%,,,,,"$652,700 ",10.70%,"$684,000 ",12.80%,,,,,,,,,,,,,,,,,"$140,000 ",4.60%,"$171,300 ",6.50%,,,,
18,108,Wentworth Institute of Technology ,64%,"$169,200 ","$460,100 ",7.00%,"$118,300 ","$511,000 ",8.90%,"$54,200 ",1.60%,"$105,100 ",3.40%,"$515,800 ",7.40%,"$566,700 ",9.40%,"$657,800 ",8.40%,"$708,600 ",10.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,109,University of California - Santa Barbara (UCSB) (In-State),80%,"$127,000 ","$459,600 ",8.10%,"$49,980 ","$536,600 ",13.30%,"$109,400 ",3.30%,"$186,300 ",8.30%,"$572,300 ",9.10%,"$649,300 ",14.30%,"$954,200 ",11.50%,"$1,031,000 ",16.80%,"$681,600 ",9.90%,"$758,500 ",15.10%,,,,,"$798,500 ",10.60%,"$875,500 ",15.90%,"$403,500 ",7.60%,"$480,500 ",12.70%,"$349,200 ",7.00%,"$426,200 ",12.10%,,,,,,,,,,,,,,,,
24,110,SUNY - Binghamton University (Out-Of-State),79%,"$119,600 ","$458,800 ",8.40%,"$93,260 ","$485,200 ",9.70%,,,,,"$536,900 ",9.10%,"$563,200 ",10.40%,"$869,600 ",11.30%,"$896,000 ",12.70%,"$1,003,000 ",12.00%,"$1,030,000 ",13.40%,,,,,,,,,"$158,200 ",4.50%,"$184,500 ",5.80%,,,,,,,,,,,,,,,,,,,,
24,111,North Carolina State University (NCSU) (In-State),71%,"$83,470 ","$456,000 ",10.00%,"$41,170 ","$498,300 ",13.90%,,,,,"$395,400 ",9.30%,"$437,700 ",13.20%,"$800,700 ",12.70%,"$843,000 ",16.80%,,,,,,,,,"$641,700 ",11.60%,"$684,000 ",15.60%,,,,,"$242,700 ",7.20%,"$285,000 ",11.10%,,,,,,,,,,,,,,,,
0,112,University of the Pacific ,58%,"$222,200 ","$455,100 ",5.90%,"$130,600 ","$546,600 ",8.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,113,California State Polytechnic University - Pomona (Out-Of-State),51%,"$153,400 ","$454,800 ",7.30%,"$107,700 ","$500,500 ",9.20%,,,,,"$346,600 ",6.30%,"$392,200 ",8.20%,"$678,500 ",9.00%,"$724,200 ",10.90%,,,,,,,,,"$637,100 ",8.70%,"$682,700 ",10.70%,,,,,,,,,,,,,,,,,,,,,,,,
0,114,Catholic University of America ,67%,"$209,900 ","$454,500 ",6.10%,"$136,200 ","$528,200 ",8.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,115,Prairie View A & M University (Out-Of-State),36%,"$127,800 ","$454,100 ",8.00%,"$88,920 ","$493,000 ",10.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$666,000 ",9.70%,"$704,900 ",11.70%,,,,,,,,
30,116 (tie),University of Virginia (UVA) - Main Campus (Out-Of-State),93%,"$191,600 ","$453,400 ",6.40%,"$123,100 ","$521,800 ",8.80%,,,,,"$735,800 ",8.40%,"$804,200 ",10.80%,"$1,142,000 ",10.40%,"$1,210,000 ",12.80%,"$603,800 ",7.60%,"$672,200 ",10.00%,,,,,"$832,100 ",8.90%,"$900,500 ",11.40%,"$169,900 ",3.40%,"$238,400 ",5.70%,,,,,,,,,,,,,,,,,,,,
6,116 (tie),Louisiana Tech University (In-State),47%,"$73,890 ","$453,400 ",10.50%,"$40,350 ","$487,000 ",13.90%,,,,,,,,,,,,,,,,,,,,,"$856,500 ",13.70%,"$890,000 ",17.20%,,,,,,,,,,,,,,,,,,,,,,,,
0,118,West Virginia University Institute of Technology (WVU Tech) (In-State),24%,"$75,920 ","$452,200 ",10.40%,"$42,220 ","$485,900 ",13.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,119,University of California - San Diego (UCSD) (Out-Of-State),86%,"$221,400 ","$450,500 ",5.90%,"$151,600 ","$520,300 ",7.90%,"$241,200 ",3.90%,"$311,000 ",5.90%,"$478,100 ",6.10%,"$547,800 ",8.10%,"$990,500 ",9.00%,"$1,060,000 ",11.10%,"$388,600 ",5.40%,"$458,400 ",7.40%,,,,,"$844,600 ",8.40%,"$914,400 ",10.40%,,,,,"$267,700 ",4.20%,"$337,500 ",6.20%,,,,,,,,,"$125,900 ",2.40%,"$195,700 ",4.40%,,,,
0,120,"Union College - Schenectady, NY ",83%,"$225,000 ","$449,200 ",5.80%,"$129,000 ","$545,100 ",8.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,121,Wagner College ,66%,"$195,000 ","$448,800 ",6.30%,"$114,700 ","$529,200 ",9.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,122,University of Florida (UF) (In-State),85%,"$77,600 ","$448,600 ",10.20%,"$51,490 ","$474,700 ",12.50%,"$88,860 ",4.10%,"$115,000 ",6.20%,"$419,000 ",9.90%,"$445,200 ",12.20%,"$729,300 ",12.60%,"$755,400 ",14.90%,"$231,700 ",7.30%,"$257,800 ",9.60%,,,,,"$724,600 ",12.60%,"$750,700 ",14.90%,,,,,,,,,,,,,,,,,,,,,,,,
6,123,Hofstra University ,61%,"$207,500 ","$448,000 ",6.10%,"$130,600 ","$524,900 ",8.60%,,,,,"$513,400 ",6.60%,"$590,300 ",9.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,124,Stony Brook University (In-State),70%,"$86,880 ","$447,600 ",9.70%,"$56,960 ","$477,500 ",12.00%,,,,,"$330,100 ",8.30%,"$360,000 ",10.60%,"$751,800 ",12.20%,"$781,700 ",14.60%,"$428,600 ",9.50%,"$458,500 ",11.80%,,,,,,,,,,,,,"$497,800 ",10.20%,"$527,700 ",12.50%,,,,,,,,,,,,,,,,
48,125,Rutgers University - New Brunswick Campus (In-State),79%,"$119,300 ","$446,400 ",8.30%,"$70,150 ","$495,600 ",11.20%,"$187,700 ",5.00%,"$236,900 ",7.80%,"$771,800 ",10.80%,"$821,000 ",13.70%,"$671,500 ",10.10%,"$720,700 ",13.10%,"$724,300 ",10.50%,"$773,400 ",13.40%,,,,,"$759,100 ",10.70%,"$808,200 ",13.70%,"$80,450 ",2.80%,"$129,600 ",5.50%,"$347,200 ",7.20%,"$396,400 ",10.10%,,,,,,,,,"$269,400 ",6.30%,"$318,600 ",9.10%,,,,
0,126,Oregon Institute of Technology (OIT) (In-State),49%,"$88,870 ","$444,000 ",9.50%,"$63,920 ","$469,000 ",11.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,127,"University of Maryland, Baltimore County (UMBC) (In-State)",61%,"$102,500 ","$442,700 ",8.90%,"$67,020 ","$478,200 ",11.20%,,,,,"$207,500 ",5.90%,"$243,000 ",8.10%,"$730,300 ",11.20%,"$765,700 ",13.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,128,University of Minnesota - Twin Cities (Out-Of-State),73%,"$122,400 ","$442,300 ",8.10%,"$91,100 ","$473,600 ",9.70%,"$151,300 ",4.30%,"$182,700 ",5.80%,"$531,000 ",8.90%,"$562,400 ",10.50%,"$736,000 ",10.40%,"$767,300 ",12.10%,"$313,400 ",6.70%,"$344,700 ",8.30%,,,,,"$632,300 ",9.70%,"$663,600 ",11.30%,,,,,,,,,,,,,,,,,"$119,500 ",3.60%,"$150,900 ",5.20%,,,,
48,129,Purdue University - Main Campus (Out-Of-State),69%,"$177,200 ","$440,400 ",6.60%,"$132,700 ","$484,900 ",8.20%,"$16,690 ",0.60%,"$61,160 ",2.10%,"$355,000 ",5.80%,"$399,500 ",7.40%,"$460,300 ",6.80%,"$504,700 ",8.30%,,,,,"($138,000)",-7.10%,"($93,400)",-5.70%,"$679,700 ",8.40%,"$724,200 ",10.00%,,,,,"$293,600 ",5.20%,"$338,000 ",6.70%,,,,,"$254,300 ",4.70%,"$298,700 ",6.20%,"$133,700 ",3.00%,"$178,100 ",4.50%,,,,
18,130,Northwestern University ,93%,"$234,500 ","$439,500 ",5.60%,"$112,100 ","$561,900 ",9.60%,"($87,800)",-2.20%,"$34,610 ",1.50%,"$434,500 ",5.60%,"$556,900 ",9.50%,"$884,600 ",8.30%,"$1,007,000 ",12.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,131,College of the Holy Cross ,93%,"$216,000 ","$439,000 ",5.90%,"$90,910 ","$564,100 ",10.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,132 (tie),LeTourneau University ,61%,"$150,900 ","$436,000 ",7.20%,"$93,640 ","$493,300 ",9.80%,,,,,"$375,100 ",6.60%,"$432,400 ",9.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,132 (tie),James Madison University (JMU) (Out-Of-State),80%,"$142,300 ","$436,000 ",7.40%,"$112,500 ","$465,800 ",8.70%,"$177,100 ",4.30%,"$206,800 ",5.50%,"$550,300 ",8.40%,"$580,000 ",9.70%,"$783,700 ",10.00%,"$813,400 ",11.30%,,,,,,,,,,,,,"$84,410 ",2.50%,"$114,100 ",3.70%,,,,,,,,,,,,,,,,,,,,
12,134,University of Texas at Dallas (In-State),64%,"$99,520 ","$435,400 ",8.90%,"$35,690 ","$499,300 ",14.70%,,,,,"$245,500 ",6.60%,"$309,300 ",12.20%,"$748,400 ",11.50%,"$812,200 ",17.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,135,University of California - Davis (UC Davis) (In-State),81%,"$129,900 ","$433,900 ",7.80%,"$58,310 ","$505,400 ",12.20%,"$132,200 ",3.70%,"$203,700 ",8.00%,"$478,000 ",8.20%,"$549,500 ",12.60%,"$866,700 ",10.90%,"$938,300 ",15.40%,"$442,300 ",7.90%,"$513,800 ",12.30%,,,,,"$777,400 ",10.40%,"$849,000 ",14.90%,"$236,500 ",5.50%,"$308,100 ",9.80%,"$469,500 ",8.10%,"$541,100 ",12.50%,,,,,,,,,,,,,,,,
0,136,University of Richmond ,83%,"$217,600 ","$432,600 ",5.80%,"$86,850 ","$563,300 ",10.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,137,Clemson University (In-State),82%,"$111,100 ","$430,400 ",8.40%,"$70,740 ","$470,800 ",10.90%,,,,,"$310,400 ",7.10%,"$350,800 ",9.50%,"$674,500 ",10.50%,"$714,900 ",13.00%,,,,,,,,,"$655,100 ",10.30%,"$695,500 ",12.80%,,,,,,,,,,,,,,,,,,,,,,,,
6,138,"Saint John's University (SJU) - Collegeville, MN ",77%,"$177,200 ","$429,500 ",6.50%,"$90,980 ","$515,700 ",10.10%,,,,,"$317,400 ",5.40%,"$403,600 ",9.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,139 (tie),Lake Forest College ,70%,"$197,000 ","$429,200 ",6.10%,"$96,340 ","$529,900 ",10.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,139 (tie),University of Maryland - College Park (Out-Of-State),82%,"$167,700 ","$429,200 ",6.70%,"$138,700 ","$458,200 ",7.70%,"$83,650 ",2.20%,"$112,700 ",3.20%,"$513,400 ",7.40%,"$542,400 ",8.50%,"$993,500 ",10.30%,"$1,023,000 ",11.40%,"$530,500 ",7.60%,"$559,500 ",8.60%,,,,,"$815,700 ",9.40%,"$844,700 ",10.50%,"$64,930 ",1.80%,"$93,940 ",2.80%,"$176,800 ",3.80%,"$205,800 ",4.80%,,,,,,,,,"$356,700 ",6.00%,"$385,700 ",7.00%,,,,
0,141,Brandeis University ,90%,"$224,300 ","$429,100 ",5.70%,"$88,730 ","$564,700 ",10.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,142,University of Connecticut (UConn) - Main Campus (In-State),82%,"$104,000 ","$428,300 ",8.70%,"$60,770 ","$471,500 ",11.60%,,,,,"$494,500 ",9.30%,"$537,700 ",12.30%,"$607,100 ",10.30%,"$650,300 ",13.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$251,000 ",6.50%,"$294,200 ",9.40%,,,,
24,143,University of Delaware (In-State),82%,"$95,540 ","$428,000 ",9.10%,"$63,410 ","$460,200 ",11.30%,,,,,"$474,000 ",9.50%,"$506,100 ",11.80%,"$778,800 ",11.90%,"$810,900 ",14.20%,,,,,,,,,,,,,"$315,100 ",7.70%,"$347,200 ",10.00%,,,,,,,,,,,,,"$322,800 ",7.80%,"$354,900 ",10.10%,,,,
54,144,University of Michigan - Ann Arbor (Out-Of-State),91%,"$206,000 ","$426,700 ",5.90%,"$150,300 ","$482,300 ",7.60%,"$125,800 ",2.60%,"$181,400 ",4.20%,"$434,500 ",6.00%,"$490,200 ",7.70%,"$888,400 ",8.90%,"$944,100 ",10.60%,"$505,900 ",6.60%,"$561,600 ",8.30%,,,,,"$673,000 ",7.70%,"$728,700 ",9.40%,"$222,400 ",3.90%,"$278,100 ",5.50%,"$58,000 ",1.40%,"$113,700 ",3.00%,,,,,"$382,900 ",5.60%,"$438,600 ",7.20%,"$269,700 ",4.40%,"$325,400 ",6.10%,,,,
0,145,University of Alaska - Fairbanks Campus (Out-Of-State),31%,"$130,900 ","$426,600 ",7.70%,"$105,000 ","$452,400 ",8.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,146,University of Alabama - Huntsville Campus (Out-Of-State),47%,"$146,800 ","$423,300 ",7.20%,"$107,000 ","$463,100 ",8.90%,,,,,"$165,200 ",4.00%,"$205,000 ",5.70%,"$464,000 ",7.60%,"$503,800 ",9.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,147,George Mason University (Out-Of-State),66%,"$170,500 ","$422,500 ",6.60%,"$137,300 ","$455,800 ",7.80%,"$118,700 ",2.80%,"$152,000 ",4.00%,"$423,400 ",6.60%,"$456,600 ",7.80%,"$664,000 ",8.40%,"$697,200 ",9.60%,,,,,,,,,,,,,"$468,700 ",7.00%,"$501,900 ",8.20%,,,,,,,,,"$316,000 ",5.60%,"$349,200 ",6.70%,,,,,,,,
12,148 (tie),Georgetown University - Washington D.C. ,93%,"$231,800 ","$422,200 ",5.50%,"$101,900 ","$552,100 ",9.90%,,,,,,,,,,,,,"$944,400 ",8.60%,"$1,074,000 ",13.20%,,,,,,,,,,,,,,,,,,,,,,,,,"$304,600 ",4.50%,"$434,500 ",8.80%,,,,
6,148 (tie),Louisiana Tech University (Out-Of-State),47%,"$105,100 ","$422,200 ",8.60%,"$71,570 ","$455,700 ",10.70%,,,,,,,,,,,,,,,,,,,,,"$825,200 ",11.70%,"$858,800 ",13.90%,,,,,,,,,,,,,,,,,,,,,,,,
36,150,San Jose State University (SJSU) (Out-Of-State),47%,"$171,000 ","$420,500 ",6.60%,"$122,800 ","$468,600 ",8.40%,"$209,900 ",4.30%,"$258,100 ",6.00%,"$413,400 ",6.50%,"$461,500 ",8.30%,,,,,,,,,,,,,"$744,200 ",8.90%,"$792,300 ",10.70%,"$393,400 ",6.30%,"$441,600 ",8.10%,"$430,700 ",6.70%,"$478,800 ",8.40%,,,,,,,,,"$372,400 ",6.10%,"$420,600 ",7.90%,,,,
6,151,Southern Polytechnic State University (Out-Of-State),35%,"$136,400 ","$420,200 ",7.50%,"$106,400 ","$450,200 ",8.80%,,,,,,,,,"$553,600 ",8.60%,"$583,600 ",10.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,152,Pennsylvania State University (Penn State) - Main Campus (In-State),86%,"$128,200 ","$420,100 ",7.70%,"$93,320 ","$455,000 ",9.40%,"$210,500 ",5.10%,"$245,400 ",6.80%,"$414,900 ",7.70%,"$449,700 ",9.40%,"$775,200 ",10.40%,"$810,100 ",12.20%,,,,,"($39,000)",-1.60%,"($4,150)",-0.10%,"$642,400 ",9.60%,"$677,200 ",11.30%,,,,,,,,,,,,,"$459,500 ",8.10%,"$494,400 ",9.80%,"$301,600 ",6.40%,"$336,400 ",8.10%,,,,
12,153,The College of William and Mary (Out-Of-State),90%,"$188,400 ","$419,200 ",6.20%,"$129,600 ","$478,000 ",8.20%,,,,,,,,,"$786,300 ",8.70%,"$845,100 ",10.80%,,,,,,,,,,,,,"$43,740 ",1.20%,"$102,500 ",3.10%,,,,,,,,,,,,,,,,,,,,
12,154,University of Chicago ,92%,"$238,300 ","$418,300 ",5.40%,"$124,000 ","$532,500 ",8.90%,,,,,,,,,,,,,"$896,000 ",8.30%,"$1,010,000 ",11.90%,,,,,,,,,"($105,000)",-2.70%,"$9,747 ",0.50%,,,,,,,,,,,,,,,,,,,,
6,155,Gonzaga University ,81%,"$182,400 ","$417,500 ",6.30%,"$112,900 ","$486,900 ",8.90%,,,,,"$470,500 ",6.80%,"$539,900 ",9.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,156,University of Mary Washington (Out-Of-State),76%,"$132,500 ","$416,100 ",7.50%,"$107,700 ","$440,900 ",8.70%,,,,,"$605,300 ",9.10%,"$630,100 ",10.30%,"$775,300 ",10.30%,"$800,100 ",11.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,157,Rutgers University - Main Campus (In-State),61%,"$125,700 ","$414,800 ",7.70%,"$74,750 ","$465,800 ",10.60%,,,,,"$488,100 ",8.40%,"$539,100 ",11.30%,"$847,800 ",11.00%,"$898,800 ",13.90%,"$251,700 ",5.80%,"$302,700 ",8.60%,,,,,,,,,,,,,"$351,100 ",7.10%,"$402,100 ",9.90%,,,,,,,,,,,,,,,,
